SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,ElectionDistrict,ElectionRegion,CandidateFirstName,CandidateSurname,CandidatePoliticalParty,CandidatePoliticalPartyColor,ElectionRound,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,SLOEDP_UUID,Candidate_SLEOP_UUID,CandidateOtherNames,CandidateFullname
355,45,2002-05-14,Presidential,"National Results",,,Ahmad,Kabbah,SLPP,009900,"First Round","1,336,423",70.06,Yes,Provisional,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,37c76e97-e506-40d8-a0ae-730bf148821e,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
349,32,2018-03-07,Presidential,"National Results",,,Julius,Bio,SLPP,009900,"Second Round","1,317,047",51.77,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,c5882d92-6c85-42b9-9e69-173ead9fe8f3,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
374,91,2012-11-17,Presidential,"National Results",,,Ernest,Koroma,APC,FF333C,"First Round","1,314,881",58.65,Yes,Provisional,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,0f198570-8ce1-4986-bbab-e038073d2815,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
348,33,2018-03-07,Presidential,"National Results",,,Samura,Kamara,APC,FF333C,"Second Round","1,227,020",48.23,No,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,fa4e5936-0417-4a66-9659-34910f546ac8,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
351,32,2018-03-07,Presidential,"National Results",,,Julius,Bio,SLPP,009900,"First Round","1,097,482",43.26,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,26edadee-766a-46ca-8be9-161c244fca22,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
350,33,2018-03-07,Presidential,"National Results",,,Samura,Kamara,APC,FF333C,"First Round","1,082,748",42.68,No,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,398c469f-b87d-45e5-b626-d1e95c290569,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
372,91,2007-08-11,Presidential,"National Results",,,Ernest,Koroma,APC,FF333C,"Second Round","950,407",54.62,Yes,Provisional,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,bc65fce9-37de-4008-88db-c29b6aa56264,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
375,32,2012-11-17,Presidential,"National Results",,,Julius,Bio,SLPP,009900,"First Round","837,517",37.36,No,Provisional,/sites/default/files/2023-04/julius-maada-bio.jpg,91c213ea-0878-4467-9587-6e22433d2076,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
364,91,2007-08-11,Presidential,"National Results",,,Ernest,Koroma,APC,FF333C,"First Round","815,523",44.34,Yes,Provisional,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,bcbc7314-897f-45ac-957b-7ee1afd52a91,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
373,354,2007-08-11,Presidential,"National Results",,,Solomon,Berewa,SLPP,009900,"Second Round","789,651",45.38,No,Provisional,/sites/default/files/2023-04/solomon-berewa.webp,e19ca83d-9e95-4194-8f63-c06e2b4a1f25,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,"Ekuma Dominic","Solomon Ekuma Dominic Berewa"
365,354,2007-08-11,Presidential,"National Results",,,Solomon,Berewa,SLPP,009900,"First Round","704,012",38.28,No,Provisional,/sites/default/files/2023-04/solomon-berewa.webp,5fda5cc7-0dc9-48ab-be2c-794ca545c525,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,"Ekuma Dominic","Solomon Ekuma Dominic Berewa"
9086,91,2012-11-17,Presidential,"Regional Results",,North,Ernest,Koroma,APC,FF333C,"First Round","682,142",89.78,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,07703fc9-4d65-438e-89d2-e63de318a2a3,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
48,45,1996-02-27,Presidential,"National Results",,,Ahmad,Kabbah,SLPP,009900,"Second Round","603,008",59.00,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,d0416346-7847-4ba8-8fa1-d0664d5ffec6,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
9487,45,2002-05-14,Presidential,"Regional Results",,South,Ahmad,Kabbah,SLPP,009900,"First Round","532,220",95.49,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,936bf559-0186-4fdc-b976-8dd21a1f2ff1,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
756,32,2018-03-07,Presidential,"Regional Results",,South,Julius,Bio,SLPP,009900,"Second Round","464,827",88.96,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,b9fab8a9-102b-4d08-b237-08b3f7e30cd6,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
9469,45,2002-05-14,Presidential,"Regional Results",,East,Ahmad,Kabbah,SLPP,009900,"First Round","458,375",91.82,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,4e668557-e057-4316-8a95-3c8b5982d028,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
757,33,2018-03-07,Presidential,"Regional Results",,West,Samura,Kamara,APC,FF333C,"Second Round","447,197",60.48,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,1d535817-a489-475e-ae14-298aaeef912f,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9298,91,2007-08-11,Presidential,"Regional Results",,North,Ernest,Koroma,APC,FF333C,"First Round","431,896",76.75,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,e85ebc5a-b167-48ea-95c8-ecd6aac8ed58,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
1686,32,2018-03-07,Presidential,"Regional Results",,South,Julius,Bio,SLPP,009900,"First Round","428,396",82.71,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,1e93dd86-7573-4e76-852b-2bff0c5874bb,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
356,91,2002-05-14,Presidential,"National Results",,,Ernest,Koroma,APC,FF333C,"First Round","426,405",22.35,No,Provisional,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,81d1c97f-6b60-414e-929e-a29c8fbb935d,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
750,32,2018-03-07,Presidential,"Regional Results",,East,Julius,Bio,SLPP,009900,"Second Round","422,557",84.88,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,113fa4e0-c96f-4cea-9773-56083f159323,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
51,49,1996-02-27,Presidential,"National Results",,,John,Karefa-Smart,UNPP,cccc00,"Second Round","419,099",41.00,No,Provisional,/sites/default/files/2023-04/john-karefa-smart.jpg,6e6799d9-e0cb-4678-8139-9cf5a8b82cf2,91b27537-979d-426c-ba8a-c3abc330b9f4,,"John Karefa-Smart"
1749,33,2018-03-07,Presidential,"Regional Results",,West,Samura,Kamara,APC,FF333C,"First Round","418,653",57.18,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,c63e64c4-8fdb-4866-8b0a-24788096775e,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9103,91,2012-11-17,Presidential,"Regional Results",,West,Ernest,Koroma,APC,FF333C,"First Round","416,480",72.11,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,270ebce1-b31c-497e-a271-b74a126c0aff,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
751,33,2018-03-07,Presidential,"Regional Results",,North,Samura,Kamara,APC,FF333C,"Second Round","350,328",82.67,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,04665da1-d61b-4567-8824-89a63bd91683,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9120,32,2012-11-17,Presidential,"Regional Results",,South,Julius,Bio,SLPP,009900,"First Round","344,399",74.30,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,0de03d9e-9f48-485b-aa35-4545397bb70c,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
1630,32,2018-03-07,Presidential,"Regional Results",,East,Julius,Bio,SLPP,009900,"First Round","336,659",66.20,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,0d7c0dcc-511c-4697-b684-5d563b4ccd0e,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
2329,33,2018-03-07,Presidential,"District Results","Western Area Urban",,Samura,Kamara,APC,FF333C,"Second Round","315,764",60.98,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,c58db438-fc15-4088-9d25-7fd182f7829f,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9145,91,2012-11-17,Presidential,"District Results","Western Area Urban",,Ernest,Koroma,APC,FF333C,"First Round","315,071",71.42,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,be1d0294-4401-491a-9f9b-a4bbea8f2e35,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
1671,33,2018-03-07,Presidential,"Regional Results",,North,Samura,Kamara,APC,FF333C,"First Round","309,429",74.14,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,b04d8b1e-18f8-4314-8285-1accfcfaf4c5,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
895,49,1996-02-27,Presidential,"Regional Results",,North,John,Karefa-Smart,UNPP,cccc00,"Second Round","301,114",78.32,Yes,Final/Certified,/sites/default/files/2023-04/john-karefa-smart.jpg,03f4d5a4-5781-4832-9dc7-0f4662822256,91b27537-979d-426c-ba8a-c3abc330b9f4,,"John Karefa-Smart"
9310,354,2007-08-11,Presidential,"Regional Results",,East,Solomon,Berewa,SLPP,009900,"First Round","296,783",65.51,Yes,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,58c88824-bcfc-4a8c-b52a-be7ccea0a7ed,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,"Ekuma Dominic","Solomon Ekuma Dominic Berewa"
753,33,2018-03-07,Presidential,"Regional Results",,"North West",Samura,Kamara,APC,FF333C,"Second Round","296,664",81.71,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,4bd5a0eb-e7cd-4e6a-a9b7-bbe3c1e1a80d,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
1772,33,2018-03-07,Presidential,"District Results","Western Area Urban",,Samura,Kamara,APC,FF333C,"First Round","294,888",57.77,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,70a01cf6-cf19-4154-ab1d-c311eb99c31e,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
758,32,2018-03-07,Presidential,"Regional Results",,West,Julius,Bio,SLPP,009900,"Second Round","292,216",39.52,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,4b5d60ec-5a64-41d1-ab94-224af14266b9,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
9133,32,2012-11-17,Presidential,"Regional Results",,East,Julius,Bio,SLPP,009900,"First Round","291,740",66.04,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,45183612-b52f-4361-add6-2cdff315d126,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
9478,91,2002-05-14,Presidential,"Regional Results",,North,Ernest,Koroma,APC,FF333C,"First Round","289,086",52.76,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,231ca353-623e-432b-97d8-7cbf9125aa08,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
9319,91,2007-08-11,Presidential,"Regional Results",,West,Ernest,Koroma,APC,FF333C,"First Round","273,172",61.29,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,95ca696c-97f2-483e-8ef0-a5acc73969b7,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
46,45,1996-02-27,Presidential,"National Results",,,Ahmad,Kabbah,SLPP,009900,"First Round","267,279",36.00,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,6757519a-6f7c-4f28-a9b7-273688d9bcb5,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
9576,45,2002-05-14,Presidential,"District Results",Kenema,,Ahmad,Kabbah,SLPP,009900,"First Round","259,942",94.84,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,c4fd6ca5-53cb-4daf-a3b8-da09c0bca8d5,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
366,85,2007-08-11,Presidential,"National Results",,,Charles,Margai,PMDC,f3881e,"First Round","255,499",13.89,No,Provisional,/sites/default/files/2023-04/charles-francis-margai.jpg,59ad4d56-2040-43cf-8bb5-579253e91ce9,54b03b01-ae07-4638-aba4-6044068d2d15,"Francis Kondo","Charles Francis Kondo Margai"
1751,32,2018-03-07,Presidential,"Regional Results",,West,Julius,Bio,SLPP,009900,"First Round","245,728",33.56,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,89d50d3d-29e5-4665-9134-f2ea4ffcbf3b,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
9619,45,2002-05-14,Presidential,"District Results",Bo,,Ahmad,Kabbah,SLPP,009900,"First Round","241,140",94.96,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,1a4bb097-f366-497a-84a4-b857a7d472e9,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
892,45,1996-02-27,Presidential,"Regional Results",,East,Ahmad,Kabbah,SLPP,009900,"Second Round","232,084",89.58,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,d741508e-ef90-4808-84ef-6f37d79b7bd0,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
1652,33,2018-03-07,Presidential,"Regional Results",,"North West",Samura,Kamara,APC,FF333C,"First Round","230,958",63.95,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,53995345-110e-470d-addd-2e98ebc578e5,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9369,91,2007-08-11,Presidential,"District Results","Western Area Urban",,Ernest,Koroma,APC,FF333C,"First Round","222,260",60.54,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,e4a3ec8a-2320-44eb-868a-09afcb870abf,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
2331,32,2018-03-07,Presidential,"District Results",Bo,,Julius,Bio,SLPP,009900,"Second Round","219,131",89.34,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,3239cf9e-5822-4e58-b1d5-eccb9c1068bb,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
2333,32,2018-03-07,Presidential,"District Results",Kenema,,Julius,Bio,SLPP,009900,"Second Round","211,232",88.55,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,ae236070-0c83-4e1d-96e4-11e0b5f3047b,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
887,45,1996-02-27,Presidential,"Regional Results",,South,Ahmad,Kabbah,SLPP,009900,"Second Round","202,945",91.60,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,c297bc03-9863-4d88-8373-4d20561755b1,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
1802,32,2018-03-07,Presidential,"District Results",Bo,,Julius,Bio,SLPP,009900,"First Round","202,453",83.70,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,dd0379c8-27fe-48f6-b5a7-516f16a84ae6,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
2330,32,2018-03-07,Presidential,"District Results","Western Area Urban",,Julius,Bio,SLPP,009900,"Second Round","202,046",39.02,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,6273c8bb-be3d-473d-a378-538ecd73631b,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
1818,32,2018-03-07,Presidential,"District Results",Kenema,,Julius,Bio,SLPP,009900,"First Round","195,402",83.81,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,24b9aad9-15f4-4ec6-acbd-ce03d5bec40c,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
9253,91,2012-11-17,Presidential,"District Results","Port Loko",,Ernest,Koroma,APC,FF333C,"First Round","182,761",90.24,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,f8154463-d4dc-48e2-97ff-4e5435820a6d,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
9479,45,2002-05-14,Presidential,"Regional Results",,North,Ahmad,Kabbah,SLPP,009900,"First Round","179,634",32.78,No,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,6e762443-72dc-492d-b7ae-db90299b2999,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
9172,91,2012-11-17,Presidential,"District Results",Bombali,,Ernest,Koroma,APC,FF333C,"First Round","176,023",93.20,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,110252cf-7581-4fb6-b0e7-021ac87ee9c2,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
352,77,2018-03-07,Presidential,"National Results",,,Kandeh,Yumkella,NGC,4b0082,"First Round","174,014",6.86,No,Final/Certified,/sites/default/files/2023-04/dr-kandeh-yumkella.jpg,c837480a-4f68-4b17-a8cf-680b5a7d2d5f,80f3c628-b2b6-4e9e-ab40-fbb3a5cd28e5,Kolleh,"Kandeh Kolleh Yumkella"
50,49,1996-02-27,Presidential,"National Results",,,John,Karefa-Smart,UNPP,cccc00,"First Round","171,603",22.90,No,Provisional,/sites/default/files/2023-04/john-karefa-smart.jpg,fe7123ee-3f5b-4f0f-ade4-257947859b11,91b27537-979d-426c-ba8a-c3abc330b9f4,,"John Karefa-Smart"
9326,354,2007-08-11,Presidential,"Regional Results",,South,Solomon,Berewa,SLPP,009900,"First Round","171,345",45.52,Yes,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,92a3ce80-c104-4b71-b4d3-61c45e25b5ac,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,"Ekuma Dominic","Solomon Ekuma Dominic Berewa"
9163,32,2012-11-17,Presidential,"District Results",Bo,,Julius,Bio,SLPP,009900,"First Round","169,254",77.08,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,026597bb-7c46-4cf8-ba52-93bf92ff81de,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
1774,32,2018-03-07,Presidential,"District Results","Western Area Urban",,Julius,Bio,SLPP,009900,"First Round","168,902",33.09,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,9c63b748-9702-476e-a719-7bc0b36ae10c,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
9496,45,2002-05-14,Presidential,"Regional Results",,West,Ahmad,Kabbah,SLPP,009900,"First Round","166,194",54.86,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,0bf916ee-209c-4cf8-90b6-13541a97fb98,351d7c21-45eb-4f71-8658-c463673b75c4,Tejan,"Ahmad Tejan Kabbah"
9217,32,2012-11-17,Presidential,"District Results",Kenema,,Julius,Bio,SLPP,009900,"First Round","163,303",77.94,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,12f2c002-9ec5-4036-875c-3010abb45c74,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
9327,85,2007-08-11,Presidential,"Regional Results",,South,Charles,Margai,PMDC,f3881e,"First Round","155,844",41.40,No,Final/Certified,/sites/default/files/2023-04/charles-francis-margai.jpg,5918fdc2-6d58-4564-ac13-efb4c4511094,54b03b01-ae07-4638-aba4-6044068d2d15,"Francis Kondo","Charles Francis Kondo Margai"
2335,33,2018-03-07,Presidential,"District Results","Port Loko",,Samura,Kamara,APC,FF333C,"Second Round","153,608",85.01,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,2fee9b65-3086-4ac6-9319-4399363afab2,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9104,32,2012-11-17,Presidential,"Regional Results",,West,Julius,Bio,SLPP,009900,"First Round","152,520",26.41,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,267eb8dd-61f6-468d-8449-cad7267316c5,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
9277,91,2012-11-17,Presidential,"District Results",Tonkolili,,Ernest,Koroma,APC,FF333C,"First Round","145,479",92.63,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,5419cff5-b50f-458c-8b32-a3199796c042,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
2337,33,2018-03-07,Presidential,"District Results",Bombali,,Samura,Kamara,APC,FF333C,"Second Round","144,056",90.68,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,116a204d-effa-4540-954c-f395a1133b96,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
2339,33,2018-03-07,Presidential,"District Results",Tonkolili,,Samura,Kamara,APC,FF333C,"Second Round","143,500",86.32,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,e2e029c9-8eb9-4022-b9e9-bf5ea8f711c4,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9320,354,2007-08-11,Presidential,"Regional Results",,West,Solomon,Berewa,SLPP,009900,"First Round","139,378",31.27,No,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,63f17207-b57e-410c-a49c-b17f1f46ef0c,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,"Ekuma Dominic","Solomon Ekuma Dominic Berewa"
1875,33,2018-03-07,Presidential,"District Results",Bombali,,Samura,Kamara,APC,FF333C,"First Round","133,640",86.26,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,af6f9759-1a7b-4a20-b08a-516a60cfe8ae,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9134,91,2012-11-17,Presidential,"Regional Results",,East,Ernest,Koroma,APC,FF333C,"First Round","132,749",30.05,No,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,ade9fdf9-eac9-4269-a183-7be57bd6ddb4,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
2341,33,2018-03-07,Presidential,"District Results","Western Area Rural",,Samura,Kamara,APC,FF333C,"Second Round","131,433",59.31,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,89f4a19e-c16e-414c-9405-44ae3405cf60,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9424,354,2007-08-11,Presidential,"District Results",Kenema,,Solomon,Berewa,SLPP,009900,"First Round","123,811",63.74,Yes,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,e16e7564-1a54-4c1b-a84b-1274565b99ff,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,"Ekuma Dominic","Solomon Ekuma Dominic Berewa"
1891,33,2018-03-07,Presidential,"District Results","Western Area Rural",,Samura,Kamara,APC,FF333C,"First Round","123,765",55.82,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,612007f4-57fb-4d69-9b73-e28f2dd58d61,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
1912,33,2018-03-07,Presidential,"District Results","Port Loko",,Samura,Kamara,APC,FF333C,"First Round","123,578",71.23,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,02b5db06-69a2-432b-96df-d039b2878e87,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
1928,33,2018-03-07,Presidential,"District Results",Tonkolili,,Samura,Kamara,APC,FF333C,"First Round","122,106",76.65,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,719a3b6d-f221-42dc-ad00-85c6bbfe9228,8db3e207-7f16-4c2e-a783-94b8136fead7,"Mathew Wilson","Samura Mathew Wilson Kamara"
9453,91,2007-08-11,Presidential,"District Results",Bombali,,Ernest,Koroma,APC,FF333C,"First Round","121,715",83.86,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,b483b93c-6e71-46e8-b7df-308d0db2ecda,cda5ea29-d656-48ce-bfe3-33a27c058e4e,Bai,"Ernest Bai Koroma"
9146,32,2012-11-17,Presidential,"District Results","Western Area Urban",,Julius,Bio,SLPP,009900,"First Round","120,646",27.35,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,abdb6620-5473-4522-9536-abdebd4bca48,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,"Maada Wonie","Julius Maada Wonie Bio"
