SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,"City Council",ElectionDistrict,ElectionRegion,CandidateFirstName,CandidateSurname,CandidatePoliticalParty,CandidatePoliticalPartyColor,ElectionRound,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,SLOEDP_UUID,Candidate_SLEOP_UUID,CandidateOtherNames,CandidateFullname
1572,1559,2018-03-07,Chairperson,"District Results",,Bonthe,,Patrick,Foday,IND,CCCCCC,"First Round","8,525",16.57,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,565cf05f-318b-4053-8979-b4c12667ef60,693a8416-7ed2-449d-a456-2dfb39342ca1,,"Patrick Foday"
577,430,2012-11-17,Chairperson,"District Results",,Kambia,,Ibrahim,Kamara,PMDC,f3881e,"First Round","7,293",6.70,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1573056b-dc19-4a5d-b1e5-ef8d7aa10843,4554a392-7cf0-4b41-b8fc-c9034f920008,S.,"Ibrahim S. Kamara"
8799,430,2012-11-17,Chairperson,"District Results",,Kambia,,Ibrahim,Kamara,PMDC,f3881e,"First Round","7,293",6.70,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,01fe9cf3-5ac1-418d-a22f-b8913f8feea0,4554a392-7cf0-4b41-b8fc-c9034f920008,S.,"Ibrahim S. Kamara"
1188,9903,2018-03-07,Mayor,"District Results","Freetown City","Western Area Urban",,Sheriff,Barrie,NDA,1F681B,"First Round","6,731",1.30,No,Final/Certified,/sites/default/files/2023-06/sheriff-barrie.jpg,a777b016-c168-45dd-9286-76d14f59c4f1,1af7272c-8679-40df-8c7c-3b47080935fe,,"Sheriff Barrie"
608,458,2012-11-17,Chairperson,"District Results",,Moyamba,,Joesph,Vamboi,PMDC,f3881e,"First Round","5,995",5.44,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b7030373-58a7-413c-a5b0-6fea0540faff,d99316c8-d50b-46f7-916e-f29c6b81a9f6,"Anthony Yama","Joesph Anthony Yama Vamboi"
8096,8095,2012-11-17,Chairperson,"District Results",,Moyamba,,Joseph,Vamboi,PMDC,f3881e,"First Round","5,995",5.44,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1bf9c67d-1a6e-491a-89ae-4e912219c49a,d43c24ca-6938-44a0-bd3d-d2093487c29b,"Anthony Yama","Joseph Anthony Yama Vamboi"
661,534,2012-11-17,Mayor,"District Results","Bo City",Bo,,Ellis,Joemende,PMDC,f3881e,"First Round","5,545",6.88,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e17d51b7-91a5-494a-a50c-9288e29ff394,a79aeacb-0ca2-4703-b6b2-03eef9c18b00,"Fayia Buakai","Ellis Fayia Buakai Joemende"
8557,534,2012-11-17,Mayor,"District Results","Bo City",Bo,,Ellis,Joemende,PMDC,f3881e,"First Round","5,545",6.88,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,63b7f302-7970-47f2-98db-02b0d0b33e4e,a79aeacb-0ca2-4703-b6b2-03eef9c18b00,"Fayia Buakai","Ellis Fayia Buakai Joemende"
675,545,2012-11-17,Mayor,"District Results","Freetown City","Western Area Urban",,Abdulia,Sheriff,NDA,1F681B,"First Round","5,300",1.20,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,ff817583-e575-47b2-a701-3e71133eca05,f6976dab-d30e-41d7-a46f-f44e86dc3924,,"Abdulia Sheriff"
1275,1268,2018-03-07,Mayor,"District Results","Makeni City",Bombali,,Marie,Bangura,SLPP,009900,"First Round","5,081",10.13,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,216c904f-67fa-439a-8d5b-2654160b8231,a49364b5-4c52-4972-b9cf-cd37fdaee38b,,"Marie Bangura"
623,476,2012-11-17,Chairperson,"District Results",,"Western Area Rural",,Bashir,Fahnbulleh,NDA,1F681B,"First Round","5,026",3.71,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,92f25d71-8d3f-4456-af3b-59756cdc7495,5a5e0def-3117-4a16-8041-1101f6b33b57,Mustapha,"Bashir Mustapha Fahnbulleh"
601,452,2012-11-17,Chairperson,"District Results",,Bonthe,,Edward,Tuah,PMDC,f3881e,"First Round","4,483",7.01,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,9354a2eb-cc26-4776-a0e8-0d85d1e5fe28,6182a5af-3ca0-4fb9-a96e-de2467c07cb5,T.,"Edward T. Tuah"
8082,452,2012-11-17,Chairperson,"District Results",,Bonthe,,Edward,Tuah,PMDC,f3881e,"First Round","4,483",7.01,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6f5972c8-8a72-40af-b66a-d77b67d7ea85,6182a5af-3ca0-4fb9-a96e-de2467c07cb5,T.,"Edward T. Tuah"
8779,421,2012-11-17,Chairperson,"District Results",,Kenema,,Mohamed,Ceesay,PMDC,f3881e,"First Round","4,303",3.12,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,0d611778-f215-40f5-84ab-6757a25fd7c8,b22c365a-273e-48d6-b648-b247ca1628de,Osman,"Mohamed Osman Ceesay"
8630,421,2012-11-17,Chairperson,"District Results",,Kenema,,Mohamed,Ceesay,PMDC,f3881e,"First Round","4,303",3.12,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1f8f1240-ab60-4bcc-b172-fed831e1ef03,b22c365a-273e-48d6-b648-b247ca1628de,Osman,"Mohamed Osman Ceesay"
559,421,2012-11-17,Chairperson,"District Results",,Kenema,,Mohamed,Ceesay,PMDC,f3881e,"First Round","4,303",3.12,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,bada6c30-f720-4781-afce-0581dd4ea081,b22c365a-273e-48d6-b648-b247ca1628de,Osman,"Mohamed Osman Ceesay"
1191,1184,2018-03-07,Mayor,"District Results","Freetown City","Western Area Urban",,George,King,C4C,d68910,"First Round","4,151",0.80,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,f9f9c507-8e6c-494c-8941-c24563031239,ae5a1229-839c-43ed-8360-cec311f869d2,Songo,"George Songo King"
676,546,2012-11-17,Mayor,"District Results","Freetown City","Western Area Urban",,Albert,Macauley,PMDC,f3881e,"First Round","3,320",0.75,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,579e4fdd-175d-4a47-b7c9-bf803e0c73fb,f312bdd4-e3f3-4999-bf71-b416413bb7ff,A.,"Albert A. Macauley"
8090,453,2012-11-17,Chairperson,"District Results",,Bonthe,,Osman,Conteh,IND,CCCCCC,"First Round","3,153",4.93,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,0d38de15-0b9c-4744-ad3a-b5ecb73cd790,3b7386a9-5beb-49d8-ab1f-cbc8d6e9972a,,"Osman Conteh"
603,453,2012-11-17,Chairperson,"District Results",,Bonthe,,Osman,Conteh,IND,CCCCCC,"First Round","3,153",4.93,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6a177e89-6e5b-4dc3-8b69-445691dcbca9,3b7386a9-5beb-49d8-ab1f-cbc8d6e9972a,,"Osman Conteh"
585,434,2012-11-17,Chairperson,"District Results",,Koinadugu,,Moseray,Sawaneh,PMDC,f3881e,"First Round","3,031",2.94,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,a72c7ccb-19b1-4d15-b846-06410df452ae,178c2f1f-449e-47bb-b9b2-aa590825a4fb,"J. P.","Moseray J. P. Sawaneh"
8803,8802,2012-11-17,Chairperson,"District Results",,Koinadugu,,Moseray,Sawaneh,PMDC,f3881e,"First Round","3,031",2.94,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,56b422ff-fbfb-4e74-9d1a-6749f1f3136f,8c597e15-3d27-43e2-a85a-178e90e69059,J.P.,"Moseray J .P. Sawaneh"
625,478,2012-11-17,Chairperson,"District Results",,"Western Area Rural",,Solomon,Kargbo,IND,CCCCCC,"First Round","3,023",2.23,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,9703cae2-a944-4a1a-92a6-0b1a2fe41c82,1148fa67-8e24-45e5-817f-c30522fc849c,,"Solomon Kargbo"
647,527,2012-11-17,Mayor,"District Results","Makeni City",Bombali,,Abu-Abu,Koroma,SLPP,009900,,"2,991",5.79,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,3357047c-384c-4b4d-8e5e-d109e56ac357,c185453b-c026-4123-9dba-6eb503b3178b,A.,"Abu-Abu A. Koroma"
8622,416,2012-11-17,Chairperson,"District Results",,Kailahun,,Mabey,Ellie,RUFP,996633,"First Round","2,723",2.24,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,7669fb02-2fe3-4e33-ab29-436639746161,6dce8d12-466b-49bc-9658-674bd096a63d,,"Mabey Ellie"
553,416,2012-11-17,Chairperson,"District Results",,Kailahun,,Mabey,Ellie,RUFP,996633,"First Round","2,723",2.24,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,55ed5f1c-5b61-47db-a587-106a2c936139,6dce8d12-466b-49bc-9658-674bd096a63d,,"Mabey Ellie"
8766,416,2012-11-17,Chairperson,"District Results",,Kailahun,,Mabey,Ellie,RUFP,996633,"First Round","2,723",2.24,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,c114f4b7-d778-4ac7-bb11-d2262a862c36,6dce8d12-466b-49bc-9658-674bd096a63d,,"Mabey Ellie"
678,548,2012-11-17,Mayor,"District Results","Freetown City","Western Area Urban",,Paul,Karim,RUFP,996633,"First Round","2,576",0.58,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,11f4dfab-cce6-4af2-96de-cad42ec12883,7f058d11-daa0-4ca8-92af-a8ad24b90c90,M.,"Paul M. Karim"
1299,1293,2018-03-07,Mayor,"District Results","Port Loko City","Port Loko",,Emily,Gogra,SLPP,009900,"First Round","2,456",18.72,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,9885ea4e-0f8c-4e86-86d4-fd5ff824eaed,011fe56a-369c-4729-8199-7b902fbe9c71,,"Emily Gogra"
1192,1186,2018-03-07,Mayor,"District Results","Freetown City","Western Area Urban",,Peter,Beckley,ADP,ff339f,"First Round","2,310",0.45,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,7e94dc58-3ff5-4ba3-a926-3785080e1514,f4250493-8587-455b-a81c-83979e4ef69c,,"Peter Beckley"
586,435,2012-11-17,Chairperson,"District Results",,Koinadugu,,Mankie,Tejan,UDM,9900cc,"First Round","2,226",2.17,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e9eb831f-a6de-43ee-b8e0-c21ca472b11d,c15a9817-e292-4d87-8bce-739a98784608,,"Mankie Tejan"
8807,435,2012-11-17,Chairperson,"District Results",,Koinadugu,,Mankie,Tejan,UDM,9900cc,"First Round","2,226",2.17,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,cedcf075-0178-4bcb-96fd-1db678fc2007,c15a9817-e292-4d87-8bce-739a98784608,,"Mankie Tejan"
609,460,2012-11-17,Chairperson,"District Results",,Moyamba,,David,Kabba-Deoud,UDM,9900cc,"First Round","1,870",1.70,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,ece927b5-12cd-482f-9f56-4f6c175a0af6,71ba7751-7f20-4e5d-be3b-fe66b406ddc7,Statie,"David Statie Kabba-Deoud"
8098,460,2012-11-17,Chairperson,"District Results",,Moyamba,,David,Kabba-Deoud,UDM,9900cc,"First Round","1,870",1.70,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,560d6c66-5b24-4189-bd7c-d18d6bf2865e,71ba7751-7f20-4e5d-be3b-fe66b406ddc7,Statie,"David Statie Kabba-Deoud"
8676,518,2012-11-17,Mayor,"District Results","Kenema City",Kenema,,Andrew,Koroma,PMDC,f3881e,"First Round","1,869",2.16,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,412c6500-8818-48cc-aa18-e867918d8390,4c37c46a-187c-492c-89bd-8c9f3881bd75,Saffa,"Andrew Saffa Koroma"
633,518,2012-11-17,Mayor,"District Results","Kenema City",Kenema,,Andrew,Koroma,PMDC,f3881e,"First Round","1,869",2.61,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b46d1025-3e51-4cd9-99dc-baa83896c2be,4c37c46a-187c-492c-89bd-8c9f3881bd75,Saffa,"Andrew Saffa Koroma"
662,535,2012-11-17,Mayor,"District Results","Bo City",Bo,,Mohamed,Barrie,NDA,1F681B,"First Round","1,766",2.19,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,54c3dcbe-1aa5-48bf-aac1-a2c603bed365,8f5e3b04-1161-48e0-8805-4ff7f5b0b789,B.,"Mohamed B. Barrie"
8563,535,2012-11-17,Mayor,"District Results","Bo City",Bo,,Mohamed,Barrie,NDA,1F681B,"First Round","1,766",2.19,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,a99a62c8-f415-40d4-af55-35166aec1b50,8f5e3b04-1161-48e0-8805-4ff7f5b0b789,B.,"Mohamed B. Barrie"
8683,519,2012-11-17,Mayor,"District Results","Kenema City",Kenema,,Ibrahim,Kuyateh,NDA,1F681B,"First Round","1,739",2.43,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b364ca62-c576-4ec6-83f6-c3ee3f0b4d36,1ba47072-af4f-4bfb-99bd-b55ffed15ae4,Sorie,"Ibrahim Sorie Kuyateh"
634,519,2012-11-17,Mayor,"District Results","Kenema City",Kenema,,Ibrahim,Kuyateh,NDA,1F681B,"First Round","1,739",2.43,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,72df2d5f-d32d-47f9-ad00-b14c3deed807,1ba47072-af4f-4bfb-99bd-b55ffed15ae4,Sorie,"Ibrahim Sorie Kuyateh"
1259,1252,2018-03-07,Mayor,"District Results","Bo City",Bo,,Mohamed,Barrie,NDA,1F681B,"First Round","1,599",1.74,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6e6e6de9-bee5-495c-a34c-daa4951d4a00,5c2109aa-33ad-467d-887f-eeb34a0a1368,,"Mohamed Barrie"
1193,1187,2018-03-07,Mayor,"District Results","Freetown City","Western Area Urban",,Bockarie,Enssah,CDP,f1c40f,"First Round","1,571",0.30,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,9a36d897-8b95-4daa-b26d-698538d7c439,f6bd9a0e-ba87-484a-904e-38fdcb9c4e7a,,"Bockarie  Enssah"
664,537,2012-11-17,Mayor,"District Results","Bonthe Municipal",Bonthe,,Layemin,Sandi,SLPP,009900,"First Round","1,564",54.88,Yes,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,41ad4fb2-377c-4534-9932-f1b8db61f18e,4bf2d3d3-9cef-4cab-b8eb-8181d0fb7a2a,Joe,"Layemin Joe Sandi"
8610,537,2012-11-17,Mayor,"District Results","Bonthe Municipal",Bonthe,,Layemin,Sandi,SLPP,009900,"First Round","1,564",54.88,Yes,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,bdb7c1a3-b617-42a3-830f-ea1ffcefb104,4bf2d3d3-9cef-4cab-b8eb-8181d0fb7a2a,Joe,"Layemin Joe Sandi"
8783,423,2012-11-17,Chairperson,"District Results",,Kenema,,Mohamed,Marrah,NDA,1F681B,"First Round","1,513",1.10,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,4fca4036-7456-4ef5-94d3-c7c59e330af8,4352c588-318d-465a-b4cb-17aab3debf02,Foday,"Mohamed Foday Marrah"
8632,423,2012-11-17,Chairperson,"District Results",,Kenema,,Mohamed,Marrah,NDA,1F681B,"First Round","1,513",1.10,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e3534c13-15bf-49e5-9e36-4582bc3f7a13,4352c588-318d-465a-b4cb-17aab3debf02,Foday,"Mohamed Foday Marrah"
560,423,2012-11-17,Chairperson,"District Results",,Kenema,,Mohamed,Marrah,NDA,1F681B,"First Round","1,513",1.10,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,abbbfef8-c6cb-4cdf-ab9a-bccf3a82b6ac,4352c588-318d-465a-b4cb-17aab3debf02,Foday,"Mohamed Foday Marrah"
8770,418,2012-11-17,Chairperson,"District Results",,Kailahun,,Sylvanus,Kemokai,UDM,9900cc,"First Round","1,501",1.23,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,55c63496-effb-4ac3-b1d8-c7f69ebca3ba,71e2233a-cf33-410d-b2f4-ae119d2164b4,,"Sylvanus Kemokai"
8624,8623,2012-11-17,Chairperson,"District Results",,Kailahun,,Sylvanus,Kemokai,UDM,9900cc,"First Round","1,501",1.23,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,029b40ac-f692-433f-9a56-fc626794a0fd,30453f08-489b-461a-a374-343d0532b92a,,"Sylvanus Kemokai"
555,418,2012-11-17,Chairperson,"District Results",,Kailahun,,Sylvanus,Kemokai,UDM,9900cc,"First Round","1,501",1.23,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,798aec4b-fad3-46eb-a4e4-40abef399858,71e2233a-cf33-410d-b2f4-ae119d2164b4,,"Sylvanus Kemokai"
616,469,2012-11-17,Chairperson,"District Results",,Pujehun,,Alhaji,Rogers,IND,CCCCCC,"First Round","1,464",2.11,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,7d36742b-cff9-4cd7-ba31-cb6bfbf398a4,2f8337a1-3f64-44d4-8f07-467bdbe5fc30,"M. S. Mustapha","Alhaji M. S. Mustapha Rogers"
8130,469,2012-11-17,Chairperson,"District Results",,Pujehun,,Alhaji,Rogers,IND,CCCCCC,"First Round","1,464",2.11,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8b17f52c-1f02-40d9-876f-9bdd505f0057,2f8337a1-3f64-44d4-8f07-467bdbe5fc30,"M. S. Mustapha","Alhaji M. S. Mustapha Rogers"
610,462,2012-11-17,Chairperson,"District Results",,Moyamba,,Francis,Seisay,IND,CCCCCC,"First Round","1,436",1.30,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b94a62a4-2318-44ad-aa8e-9a8ab17bc7a3,7fbc7d06-2371-4a69-9772-3d9018c968f8,,"Francis Seisay"
8103,462,2012-11-17,Chairperson,"District Results",,Moyamba,,Francis,Seisay,IND,CCCCCC,"First Round","1,436",1.30,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,4ea65e65-83b1-4cfe-8118-bca9e7b669ae,7fbc7d06-2371-4a69-9772-3d9018c968f8,,"Francis Seisay"
8135,8133,2012-11-17,Chairperson,"District Results",,Pujehun,,Chernor,Kaikai,SLPP,009900,"First Round","1,157",1.66,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e7b830a6-98c5-4953-b40a-bfe133213b81,433a8202-b7e9-4bc2-a2ff-ca02d8e6bcfa,,"Chernor Kaikai"
617,471,2012-11-17,Chairperson,"District Results",,Pujehun,,Cherinoh,Kaikai,RUFP,996633,"First Round","1,157",1.66,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,119a513d-d59f-4c79-88bc-6795120827f5,172c557f-5570-4db8-b65e-d2593d3d3a56,,"Cherinoh Kaikai"
1260,1253,2018-03-07,Mayor,"District Results","Bo City",Bo,,Mariama,Walters,C4C,d68910,"First Round","1,155",1.25,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,890a3089-21d5-4f9a-8c9b-afbe1b2863df,6514ccfc-4f15-4eff-9b4d-58adacf0e790,,"Mariama Walters"
627,479,2012-11-17,Chairperson,"District Results",,"Western Area Rural",,Samuel,John,PLP,3e59a9,"First Round",997,0.74,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,593cf1e4-a5f5-49f6-a0eb-f853662ad217,09d718b8-69cc-42b7-a9d4-77d7c31909f0,Olu,"Samuel Olu John"
666,538,2012-11-17,Mayor,"District Results","Bonthe Municipal",Bonthe,,Alusine,Kong,APC,FF333C,"First Round",965,33.86,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8fae999b-6519-40cb-a963-8a2f302559ac,759ba1ab-05ec-4ef5-a34c-85cf9d9b0633,Sao,"Alusine Sao Kong"
8612,538,2012-11-17,Mayor,"District Results","Bonthe Municipal",Bonthe,,Alusine,Kong,APC,FF333C,"First Round",965,33.86,Yes,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,fa6fb571-3232-45be-aa1d-ea8f9ec5cb2b,759ba1ab-05ec-4ef5-a34c-85cf9d9b0633,Sao,"Alusine Sao Kong"
641,524,2012-11-17,Mayor,"District Results","Koidu-New Sembehun City",Kono,,Hawa,Kamanda,RUFP,996633,"First Round",906,2.33,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,52d50731-8361-4869-a143-4ac879120578,0a3ebd78-9bbd-40ba-81cb-9018fe81a2ab,,"Hawa Kamanda"
8712,524,2012-11-17,Mayor,"District Results","Koidu-New Sembehun City",Kono,,Hawa,Kamanda,RUFP,996633,"First Round",906,2.33,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,dc4481e0-5529-4349-82cc-c25d10598ce8,0a3ebd78-9bbd-40ba-81cb-9018fe81a2ab,,"Hawa Kamanda"
651,529,2012-11-17,Mayor,"District Results","Makeni City",Bombali,,Alusine,Kargbo,UDM,9900cc,,834,1.61,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,4b9723b0-3256-49d7-ad01-09814a34be3a,33fcaf7a-e7ec-4e11-82fb-4b0838d2e7c3,Titus,"Alusine Titus Kargbo"
679,549,2012-11-17,Mayor,"District Results","Freetown City","Western Area Urban",,Osman,Tarawally,IND,CCCCCC,"First Round",731,0.16,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,a17c44da-05b9-4469-907e-c21a97f1204e,b2015f98-f6c7-484b-ab03-914e2bdc71df,,"Osman Tarawally"
1261,1255,2018-03-07,Mayor,"District Results","Bo City",Bo,,Omar,Koroma,CDP,f1c40f,"First Round",669,0.73,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1972d513-fa29-4cf4-86ed-fc80dff34e61,2d7acecc-c4c0-4208-8979-369fac734669,,"Omar Koroma"
652,530,2012-11-17,Mayor,"District Results","Makeni City",Bombali,,Steven,Kamara,PMDC,f3881e,,647,1.25,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,2eea3d27-d4ef-4871-ae88-0a2a50d6b275,7dcf0ec9-5bd3-4e66-8130-719dda85b764,J,"Steven J Kamara"
654,531,2012-11-17,Mayor,"District Results","Makeni City",Bombali,,Mary,Conteh,IND,CCCCCC,"First Round",603,1.17,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,8994b2dd-9a84-4d07-a442-56eaf2d0d0ef,69bdebc4-77da-4532-81cc-e481e23e7eb5,Y.,"Mary Y. Conteh"
629,480,2012-11-17,Chairperson,"District Results",,"Western Area Rural",,Gibrilla,Kamara,IND,CCCCCC,"First Round",555,0.41,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,9a1bd773-7d64-44f8-93dd-9991ae8b1564,133503f6-a1a6-4313-9ceb-e5e653ce3117,,"Gibrilla Kamara"
663,536,2012-11-17,Mayor,"District Results","Bo City",Bo,,Yayah,Mansaray,CDP,f1c40f,"First Round",394,0.49,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e83db08e-99fb-460d-896f-9b974d6f42f7,f997225c-a159-4c41-851d-7e06219ea5c1,,"Yayah Mansaray"
8572,536,2012-11-17,Mayor,"District Results","Bo City",Bo,,Yayah,Mansaray,CDP,f1c40f,"First Round",394,0.49,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,db46a94b-4321-46af-8802-639b17a4d765,f997225c-a159-4c41-851d-7e06219ea5c1,,"Yayah Mansaray"
8143,472,2012-11-17,Chairperson,"District Results",,Pujehun,,Sheikh,Sowa,IND,CCCCCC,"First Round",386,0.56,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,36fc4bee-b290-4049-bab1-502f925a93c8,1116fea9-3e2b-4698-b116-19cb86799044,Siddy,"Sheikh Siddy Sowa"
619,472,2012-11-17,Chairperson,"District Results",,Pujehun,,Sheikh,Sowa,IND,CCCCCC,"First Round",386,0.56,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6e515be8-eb20-45c3-bbe9-28b103f43672,1116fea9-3e2b-4698-b116-19cb86799044,Siddy,"Sheikh Siddy Sowa"
8971,525,2012-11-17,Mayor,"District Results","Koidu-New Sembehun City",Kono,,Moses,Yongai,PMDC,f3881e,"First Round",311,0.80,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,60d008b5-bf02-4097-99e6-0b70fca3fecf,03cc9a8e-a809-4264-a2de-770b2a17695c,,"Moses Yongai"
643,525,2012-11-17,Mayor,"District Results","Koidu-New Sembehun City",Kono,,Moses,Yongai,PMDC,f3881e,"First Round",311,0.80,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,552f113b-befe-43eb-ada9-0facb68462ca,03cc9a8e-a809-4264-a2de-770b2a17695c,,"Moses Yongai"
8689,8687,2012-11-17,Mayor,"District Results","Kenema City",Kenema,,Abdulai,Musa,UDM,9900cc,"First Round",310,0.43,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,37bd6ef8-26d0-4434-8ed6-e52cc34604a2,d6aa8e00-31d3-4552-993f-ed867b9d2f13,F.,"Abdulai F. Musa"
635,520,2012-11-17,Mayor,"District Results","Kenema City",Kenema,,Abdulai,Musa,UDM,9900cc,"First Round",310,0.43,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,0700b506-9888-46ea-af73-3c29b9049d04,21181989-ada3-4816-a3da-d46687f3ee7c,F,"Abdulai F Musa"
