SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,ElectionDistrict,ElectionRegion,CandidateSurname,CandidateFirstName,CandidatePoliticalParty,CandidatePoliticalPartyColor,ElectionRound,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,CandidateOtherNames,CandidateFullname,SLOEDP_UUID,Candidate_SLEOP_UUID,CandidatePoliticalPartyID,CandidatePoliticalPartyLongName,CandidatePoliticalPartyLogo
1961,33,3/7/18,Presidential,District Results,Moyamba,,Kamara,Samura,APC,FF333C,First Round,"20,846",17.88,No,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,d1485304-e5f4-477a-9a39-24c618308f1b,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
1914,77,3/7/18,Presidential,District Results,Port Loko,,Yumkella,Kandeh,NGC,4b0082,First Round,"20,361",11.74,No,Final/Certified,/sites/default/files/2023-04/dr-kandeh-yumkella.jpg,Kolleh,Kandeh Kolleh Yumkella,86c0d3f2-a0c3-4231-b8ab-2bdf5f83e4a7,80f3c628-b2b6-4e9e-ab40-fbb3a5cd28e5,22,National Grand Coalition,/sites/default/files/party-logos/ngc-party-logo.jpeg
9123,85,11/17/12,Presidential,Regional Results,,South,Margai,Charles,PMDC,f3881e,First Round,"20,157",4.35,No,Final/Certified,/sites/default/files/2023-04/charles-francis-margai.jpg,Francis Kondo,Charles Francis Kondo Margai,0d2eb405-9774-4801-9199-5715850a98e9,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
9371,85,8/11/07,Presidential,District Results,Western Area Urban,,Margai,Charles,PMDC,f3881e,First Round,"20,082",5.47,No,Final/Certified,/sites/default/files/2023-04/charles-francis-margai.jpg,Francis Kondo,Charles Francis Kondo Margai,3f54bd84-28b5-4597-bf14-53df2e717f19,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
9613,49,5/14/02,Presidential,District Results,Bombali,,Karefa-Smart,John,UNPP,cccc00,First Round,"19,847",13.06,No,Final/Certified,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,f05ba8b6-649a-44e6-aab9-1723ee291e86,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
359,49,5/14/02,Presidential,National Results,,,Karefa-Smart,John,UNPP,cccc00,First Round,"19,847",1.04,No,Provisional,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,d0fac24e-8de9-4034-90fd-f663dff55253,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
9440,85,8/11/07,Presidential,District Results,Kailahun,,Margai,Charles,PMDC,f3881e,First Round,"19,721",14.88,No,Final/Certified,/sites/default/files/2023-04/charles-francis-margai.jpg,Francis Kondo,Charles Francis Kondo Margai,ed7a8f22-be29-4012-af92-fcd014f272cf,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
2127,33,3/7/18,Presidential,District Results,Falaba,,Kamara,Samura,APC,FF333C,First Round,"19,696",46.14,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,31244f90-0a99-41d9-b24a-b948f9a546de,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9431,354,8/11/07,Presidential,District Results,Kambia,,Berewa,Solomon,SLPP,9900,First Round,"19,498",23.96,No,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,Ekuma Dominic,Solomon Ekuma Dominic Berewa,d2104330-fadd-4b91-9526-920fd29fb523,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
2358,32,3/31/18,Presidential,District Results,Koinadugu,,Bio,Julius,SLPP,9900,Second Round,"19,004",32.09,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,6b001410-0975-4664-bbcd-5e4c15ab7b3d,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
889,49,3/15/96,Presidential,Regional Results,,South,Karefa-Smart,John,UNPP,cccc00,Second Round,"18,604",8.4,No,Final/Certified,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,76b34e7f-e2cd-4cbb-96cc-77674ae33a4c,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
9470,91,5/14/02,Presidential,Regional Results,,East,Koroma,Ernest,APC,FF333C,First Round,"18,462",3.7,No,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,43704796-68a0-4bd1-9351-77b80c4cc9e9,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9568,91,5/14/02,Presidential,District Results,Koinadugu,,Koroma,Ernest,APC,FF333C,First Round,"18,383",24.2,No,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,83ea3e0e-d6ca-45fb-9728-ecae87d14e11,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9462,91,8/11/07,Presidential,District Results,Bo,,Koroma,Ernest,APC,FF333C,First Round,"18,320",10.19,No,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,75502dc8-b2f3-4c26-9ec8-4fb67c170ba3,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
1557,41,2/27/96,Presidential,District Results,Bombali,,Bangura,Thaimu,PDP,1E90FF,First Round,"18,277",28.96,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-1.png,,Thaimu Bangura,0c92efad-6d85-45c8-a872-43a394409637,944b8117-bd7b-4678-885b-5cd237d9ecb8,682,People's Democratic Party,/sites/default/files/party-logos/pdp-party.jpg
802,34,2/27/96,Presidential,Regional Results,,West,Turay,Edward,APC,FF333C,First Round,"18,240",8.19,No,Final/Certified,/sites/default/files/2023-04/edward-turay.jpeg,Mohamed,Edward Mohamed Turay,ecbb35f4-854e-44ad-a238-088feca3bb20,d1e63ab9-f6cf-4446-84dd-7c281be790f9,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
782,40,2/27/96,Presidential,Regional Results,,East,Karimu,John,NUP,A9A9A9,First Round,"17,774",10.32,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,John Karimu,9fbe4ebf-339d-464a-a1d0-02b227c91cd4,06a94065-3c97-40f6-8c5b-1ba0ee174108,681,National Unity Party,/sites/default/files/party-logos/default-party-symbol.jpg
369,37,8/11/07,Presidential,National Results,,,Jalloh,Amadu,NDA,1F681B,First Round,"17,748",0.96,No,Provisional,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Amadu Jalloh,deb513e4-8fed-4212-8ea8-fad7a0919e40,997457ca-4465-406b-b5f2-d415741edcb1,27,National Democratic Alliance,/sites/default/files/party-logos/nda-party.jpg
939,34,2/27/96,Presidential,District Results,Western Area Urban,,Turay,Edward,APC,FF333C,First Round,"17,498",8.79,No,Final/Certified,/sites/default/files/2023-04/edward-turay.jpeg,Mohamed,Edward Mohamed Turay,ed1ec8be-29c5-4579-8f5d-87beb1226496,d1e63ab9-f6cf-4446-84dd-7c281be790f9,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
55,37,2/27/96,Presidential,National Results,,,Jalloh,Amadu,NDA,1F681B,First Round,"17,351",2.3,No,Provisional,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Amadu Jalloh,e097d880-5c8d-4adc-b523-51c61312a999,997457ca-4465-406b-b5f2-d415741edcb1,27,National Democratic Alliance,/sites/default/files/party-logos/nda-party.jpg
9481,319,5/14/02,Presidential,Regional Results,,North,Bangura,Alimamy,RUFP,996633,First Round,"17,315",3.16,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Pallo,Alimamy Pallo Bangura,6523efc0-30fd-4966-b340-6db404dc4c6f,881629bf-f8b2-4a83-877a-0ab7540d3d49,24,Revolutionary United Front Party,/sites/default/files/party-logos/rufp-party.jpg
9488,91,5/14/02,Presidential,Regional Results,,South,Koroma,Ernest,APC,FF333C,First Round,"17,244",3.09,No,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,d494864a-056b-4edd-a15b-c5204c1c02c1,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
2360,32,3/31/18,Presidential,District Results,Falaba,,Bio,Julius,SLPP,9900,Second Round,"16,862",42.77,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,c977efb7-cc4d-428e-94ce-2c55d7b30fe5,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9447,354,8/11/07,Presidential,District Results,Bonthe,,Berewa,Solomon,SLPP,9900,First Round,"16,590",31.69,No,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,Ekuma Dominic,Solomon Ekuma Dominic Berewa,b6a86549-47eb-4aa1-ab27-9828bc003633,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1913,32,3/7/18,Presidential,District Results,Port Loko,,Bio,Julius,SLPP,9900,First Round,"16,184",9.33,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,ad67c887-300a-43e1-b847-ec546bb70d6f,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
788,49,2/27/96,Presidential,Regional Results,,East,Karefa-Smart,John,UNPP,cccc00,First Round,"16,149",9.38,No,Final/Certified,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,a2840a94-d2ee-4630-b7dd-528b6659103a,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
9507,318,5/14/02,Presidential,District Results,Western Area Urban,,Koroma,Johnny,PLP,3e59a9,First Round,"15,899",12.44,No,Final/Certified,/sites/default/files/2023-04/johnny-paul-koroma.jpg,Paul,Johnny Paul Koroma,1ffff986-d1e8-441d-bd9e-635fd4f7743e,0a328bf4-b30d-44ca-9bc7-f4d14dfb7900,30,Peace and Liberation Party,/sites/default/files/party-logos/PLP.png
789,34,2/27/96,Presidential,Regional Results,,North,Turay,Edward,APC,FF333C,First Round,"15,636",7.41,No,Final/Certified,/sites/default/files/2023-04/edward-turay.jpeg,Mohamed,Edward Mohamed Turay,8933b6ac-d93d-41e9-a90c-fa52fd24b3c3,d1e63ab9-f6cf-4446-84dd-7c281be790f9,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
1929,32,3/7/18,Presidential,District Results,Tonkolili,,Bio,Julius,SLPP,9900,First Round,"15,545",9.76,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,90c2991d-bb97-4586-a07e-9f8e890a512b,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9454,354,8/11/07,Presidential,District Results,Bombali,,Berewa,Solomon,SLPP,9900,First Round,"15,342",10.57,No,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,Ekuma Dominic,Solomon Ekuma Dominic Berewa,19318305-5d85-421f-931b-c9e228095e05,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9384,354,8/11/07,Presidential,District Results,Tonkolili,,Berewa,Solomon,SLPP,9900,First Round,"15,298",13.33,No,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,Ekuma Dominic,Solomon Ekuma Dominic Berewa,4b8bc568-c304-487c-b6f7-322e8684beb4,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
8564,49,2/27/96,Presidential,District Results,Kono,,Karefa-Smart,John,UNPP,cccc00,First Round,"15,171",22.66,No,Final/Certified,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,91d9dc03-2351-4344-83fb-d2ea417d152d,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
8547,45,2/27/96,Presidential,District Results,Pujehun,,Kabbah,Ahmad,SLPP,9900,First Round,"14,895",91.44,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,9a41edfb-04d2-4455-a501-d8cdd16bf585,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1517,40,2/27/96,Presidential,District Results,Kailahun,,Karimu,John,NUP,A9A9A9,First Round,"14,843",29.2,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,John Karimu,e0258aed-87e9-452e-8a2e-c96a8c5e1153,06a94065-3c97-40f6-8c5b-1ba0ee174108,681,National Unity Party,/sites/default/files/party-logos/default-party-symbol.jpg
2338,32,3/31/18,Presidential,District Results,Bombali,,Bio,Julius,SLPP,9900,Second Round,"14,807",9.32,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,f086abfb-a8e2-4a40-b772-7ff8b563e0c4,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
808,40,2/27/96,Presidential,Regional Results,,West,Karimu,John,NUP,A9A9A9,First Round,"14,593",6.55,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,John Karimu,d729696e-2be1-4ff2-a1bd-6a6a819a3964,06a94065-3c97-40f6-8c5b-1ba0ee174108,681,National Unity Party,/sites/default/files/party-logos/default-party-symbol.jpg
9405,91,8/11/07,Presidential,District Results,Moyamba,,Koroma,Ernest,APC,FF333C,First Round,"14,448",18.1,No,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,e89892ed-38e5-45ea-881e-dc1697147495,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
1945,33,3/7/18,Presidential,District Results,Kailahun,,Kamara,Samura,APC,FF333C,First Round,"14,251",10.49,No,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,6a126523-6828-4529-90a0-872418e7d16e,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
8536,45,2/27/96,Presidential,District Results,Bonthe,,Kabbah,Ahmad,SLPP,9900,First Round,"14,093",86.22,No,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,5db2df77-d82c-4c54-83b6-3877727cbd2e,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9209,32,11/17/12,Presidential,District Results,Kambia,,Bio,Julius,SLPP,9900,First Round,"14,083",13.04,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,566fb8d5-a7eb-4e72-bb8d-3a4317ad560b,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9301,367,8/11/07,Presidential,Regional Results,,North,Turay,Andrew,CPP,808080,First Round,"14,039",2.49,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Andrew Turay,644445ee-0ab2-4364-85cb-71a681e196d6,cf0c4c6c-5ab9-4ae5-8a60-627be244e2bc,722,Convention People's Party,/sites/default/files/party-logos/default-party-symbol.jpg
2344,33,3/31/18,Presidential,District Results,Kailahun,,Kamara,Samura,APC,FF333C,Second Round,"13,343",10.04,No,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,6cee05f5-dbd6-429a-80ff-bc68cf72a72f,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9090,92,11/17/12,Presidential,Regional Results,,North,Carew,Joshua,CDP,f1c40f,First Round,"13,331",1.75,No,Final/Certified,/sites/default/files/2023-04/joshua-albert-carew.jpeg,Albert,Joshua Albert Carew,db949662-9701-41b9-9dbd-85393122f749,c282f65c-7bcd-443a-bfbb-2875072a1d79,25,Citizens Democratic Party,/sites/default/files/party-logos/cdp-party.jpg
1876,32,3/7/18,Presidential,District Results,Bombali,,Bio,Julius,SLPP,9900,First Round,"13,153",8.49,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,a207b41a-be78-49c2-afa8-8a467327cdb0,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9482,49,5/14/02,Presidential,Regional Results,,North,Karefa-Smart,John,UNPP,cccc00,First Round,"13,125",2.4,No,Final/Certified,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,1d5ab64d-b306-4f2a-ac0c-209c2502e3eb,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
378,93,11/17/12,Presidential,National Results,,,Collins,Eldred,RUFP,996633,First Round,"12,993",58,No,Provisional,/sites/default/files/2023-04/Eldred-Collins.jpg,,Eldred Collins,ecff039e-bb3d-49dc-b1a7-7645d5ef3281,3a35f26f-698d-4f58-b386-43c30819ee97,24,Revolutionary United Front Party,/sites/default/files/party-logos/rufp-party.jpg
384,79,3/7/18,Presidential,National Results,,,Ngobeh,Gbandi,RUFP,996633,First Round,"12,827",0.51,No,Provisional,/sites/default/files/2023-04/gbandi-jemba-ngobeh.jpg,Jemba,Gbandi Jemba Ngobeh,8f264538-181d-4176-963b-dae6e98287fa,3a85a1bd-e8f1-49c8-aaad-db967b8c4c23,24,Revolutionary United Front Party,/sites/default/files/party-logos/rufp-party.jpg
2112,32,3/7/18,Presidential,District Results,Koinadugu,,Bio,Julius,SLPP,9900,First Round,"12,789",21.17,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,64ed4393-eb6f-4873-9b20-58b5942b0885,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1930,77,3/7/18,Presidential,District Results,Tonkolili,,Yumkella,Kandeh,NGC,4b0082,First Round,"12,703",7.97,No,Final/Certified,/sites/default/files/2023-04/dr-kandeh-yumkella.jpg,Kolleh,Kandeh Kolleh Yumkella,0912efbb-085c-4b7d-9955-df684e4a64ea,80f3c628-b2b6-4e9e-ab40-fbb3a5cd28e5,22,National Grand Coalition,/sites/default/files/party-logos/ngc-party-logo.jpeg
1893,77,3/7/18,Presidential,District Results,Western Area Rural,,Yumkella,Kandeh,NGC,4b0082,First Round,"12,640",5.7,No,Final/Certified,/sites/default/files/2023-04/dr-kandeh-yumkella.jpg,Kolleh,Kandeh Kolleh Yumkella,f2afe4f4-1767-41cc-9bf1-7982cb5d72e9,80f3c628-b2b6-4e9e-ab40-fbb3a5cd28e5,22,National Grand Coalition,/sites/default/files/party-logos/ngc-party-logo.jpeg
1533,40,2/27/96,Presidential,District Results,Western Area Urban,,Karimu,John,NUP,A9A9A9,First Round,"12,316",6.19,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,John Karimu,2ad6a1b7-c802-4c1d-81e7-3ba1dea13bb9,06a94065-3c97-40f6-8c5b-1ba0ee174108,681,National Unity Party,/sites/default/files/party-logos/default-party-symbol.jpg
9471,319,5/14/02,Presidential,Regional Results,,East,Bangura,Alimamy,RUFP,996633,First Round,"11,834",2.37,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Pallo,Alimamy Pallo Bangura,bfa9dfbf-e198-43fd-8dfd-98e6b947ecdf,881629bf-f8b2-4a83-877a-0ab7540d3d49,24,Revolutionary United Front Party,/sites/default/files/party-logos/rufp-party.jpg
798,43,2/27/96,Presidential,Regional Results,,North,Bundu,Abass,PPP,B0E0E6,First Round,"11,793",5.59,No,Final/Certified,/sites/default/files/2023-04/abass-bundu.png,,Abass Bundu,3f2eb232-1925-422b-b934-0f1cfd52bf53,8ef684f3-ecb5-4441-8608-9bccbfcdef2c,684,People's Progressive Party,/sites/default/files/party-logos/default-party-symbol.jpg
2128,32,3/7/18,Presidential,District Results,Falaba,,Bio,Julius,SLPP,9900,First Round,"11,599",27.17,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,7deb6510-644e-4b06-9a0d-42c9f022b713,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
385,80,3/7/18,Presidential,National Results,,,Tarawally,Musa,CDP,f1c40f,First Round,"11,493",0.45,No,Provisional,/sites/default/files/2023-04/musa-tarawally.jpg,,Musa Tarawally,34ec0d0f-8456-487d-89c8-976d233a000b,4508f9b7-9aa8-4e52-a52a-db72ce93dc9e,25,Citizens Democratic Party,/sites/default/files/party-logos/cdp-party.jpg
9254,32,11/17/12,Presidential,District Results,Port Loko,,Bio,Julius,SLPP,9900,First Round,"11,329",5.59,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,ea514a5a-099e-4af6-82e7-3f6b1ee52c49,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
360,320,5/14/02,Presidential,National Results,,,Kamara,Raymond,GAP,FFA07A,First Round,"11,181",0.58,No,Provisional,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Raymond Kamara,7003db87-4fdb-4ec4-a41e-cdc854a52e52,976c1e2a-1275-4630-899d-75e6b32cf089,716,Grand Alliance Party,/sites/default/files/party-logos/default-party-symbol.jpg
783,41,2/27/96,Presidential,Regional Results,,East,Bangura,Thaimu,PDP,1E90FF,First Round,"11,095",6.45,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-1.png,,Thaimu Bangura,50aa3808-b8d4-4474-aebe-43197f41854b,944b8117-bd7b-4678-885b-5cd237d9ecb8,682,People's Democratic Party,/sites/default/files/party-logos/pdp-party.jpg
2097,32,3/7/18,Presidential,District Results,Kambia,,Bio,Julius,SLPP,9900,First Round,"10,973",10.19,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,23425def-6e9a-439a-b7db-e522da3dd2b3,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1732,77,3/7/18,Presidential,Regional Results,,South,Yumkella,Kandeh,NGC,4b0082,First Round,"10,849",2.09,No,Final/Certified,/sites/default/files/2023-04/dr-kandeh-yumkella.jpg,Kolleh,Kandeh Kolleh Yumkella,8cb88ee9-4e91-4f78-859d-3a6215e9edca,80f3c628-b2b6-4e9e-ab40-fbb3a5cd28e5,22,National Grand Coalition,/sites/default/files/party-logos/ngc-party-logo.jpeg
9266,91,11/17/12,Presidential,District Results,Pujehun,,Koroma,Ernest,APC,FF333C,First Round,"10,565",15.54,No,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,d19f99dd-b350-4174-a2ed-e1ca371f7b67,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
370,86,8/11/07,Presidential,National Results,,,Conteh,Kandeh,PLP,3e59a9,First Round,"10,556",0.57,No,Provisional,/sites/default/files/2023-04/dr-baba-kandeh.jpg,Baba,Kandeh  Baba Conteh,1778d0d9-a989-4025-8a81-5dbd1608e6f4,b05244f0-98f8-4680-b781-4c75d6a2c830,30,Peace and Liberation Party,/sites/default/files/party-logos/PLP.png
361,321,5/14/02,Presidential,National Results,,,Bangura,Zainab,MOP,808080,First Round,"10,406",0.55,No,Provisional,/sites/default/files/2023-04/zainab-hawa-bangura.jpg,,Zainab Bangura,4e0d9891-e136-4a17-a1ba-64f3171f53c5,7a0bd9c4-806d-4ead-9dda-e6e431b1bdb0,717,Movement for Progress,/sites/default/files/party-logos/default-party-symbol.jpg
1634,77,3/7/18,Presidential,Regional Results,,East,Yumkella,Kandeh,NGC,4b0082,First Round,"10,224",2.01,No,Final/Certified,/sites/default/files/2023-04/dr-kandeh-yumkella.jpg,Kolleh,Kandeh Kolleh Yumkella,c97aa5f7-9e7c-40ee-ad0e-730be2c85a6a,80f3c628-b2b6-4e9e-ab40-fbb3a5cd28e5,22,National Grand Coalition,/sites/default/files/party-logos/ngc-party-logo.jpeg
9614,318,5/14/02,Presidential,District Results,Bombali,,Koroma,Johnny,PLP,3e59a9,First Round,"10,136",6.67,No,Final/Certified,/sites/default/files/2023-04/johnny-paul-koroma.jpg,Paul,Johnny Paul Koroma,ebb8c80c-e10a-46fe-9982-6770caae40e8,0a328bf4-b30d-44ca-9bc7-f4d14dfb7900,30,Peace and Liberation Party,/sites/default/files/party-logos/PLP.png
386,85,3/7/18,Presidential,National Results,,,Margai,Charles,PMDC,f3881e,First Round,"9,864",0.39,No,Provisional,/sites/default/files/2023-04/charles-francis-margai.jpg,Francis Kondo,Charles Francis Kondo Margai,8d033522-2cc4-4c7c-8d2d-20709bdb6509,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
9620,91,5/14/02,Presidential,District Results,Bo,,Koroma,Ernest,APC,FF333C,First Round,"9,746",3.84,No,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,2b035ad2-12fd-4c00-893e-0f41afe7e39e,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
