SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,ElectionDistrict,ElectionRegion,CandidateSurname,CandidateFirstName,CandidatePoliticalParty,CandidatePoliticalPartyColor,ElectionRound,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,CandidateOtherNames,CandidateFullname,SLOEDP_UUID,Candidate_SLEOP_UUID,CandidatePoliticalPartyID,CandidatePoliticalPartyLongName,CandidatePoliticalPartyLogo
355,45,5/14/02,Presidential,National Results,,,Kabbah,Ahmad,SLPP,9900,First Round,"1,336,423",70.06,Yes,Provisional,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,37c76e97-e506-40d8-a0ae-730bf148821e,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
349,32,3/31/18,Presidential,National Results,,,Bio,Julius,SLPP,9900,Second Round,"1,317,047",51.77,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,c5882d92-6c85-42b9-9e69-173ead9fe8f3,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
374,91,11/17/12,Presidential,National Results,,,Koroma,Ernest,APC,FF333C,First Round,"1,314,881",58.65,Yes,Provisional,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,0f198570-8ce1-4986-bbab-e038073d2815,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
348,33,3/31/18,Presidential,National Results,,,Kamara,Samura,APC,FF333C,Second Round,"1,227,020",48.23,No,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,fa4e5936-0417-4a66-9659-34910f546ac8,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
351,32,3/7/18,Presidential,National Results,,,Bio,Julius,SLPP,9900,First Round,"1,097,482",43.26,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,26edadee-766a-46ca-8be9-161c244fca22,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
350,33,3/7/18,Presidential,National Results,,,Kamara,Samura,APC,FF333C,First Round,"1,082,748",42.68,No,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,398c469f-b87d-45e5-b626-d1e95c290569,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
372,91,9/8/07,Presidential,National Results,,,Koroma,Ernest,APC,FF333C,Second Round,"950,407",54.62,Yes,Provisional,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,bc65fce9-37de-4008-88db-c29b6aa56264,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
375,32,11/17/12,Presidential,National Results,,,Bio,Julius,SLPP,9900,First Round,"837,517",37.36,No,Provisional,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,91c213ea-0878-4467-9587-6e22433d2076,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
364,91,8/11/07,Presidential,National Results,,,Koroma,Ernest,APC,FF333C,First Round,"815,523",44.34,Yes,Provisional,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,bcbc7314-897f-45ac-957b-7ee1afd52a91,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
373,354,9/8/07,Presidential,National Results,,,Berewa,Solomon,SLPP,9900,Second Round,"789,651",45.38,No,Provisional,/sites/default/files/2023-04/solomon-berewa.webp,Ekuma Dominic,Solomon Ekuma Dominic Berewa,e19ca83d-9e95-4194-8f63-c06e2b4a1f25,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
365,354,8/11/07,Presidential,National Results,,,Berewa,Solomon,SLPP,9900,First Round,"704,012",38.28,No,Provisional,/sites/default/files/2023-04/solomon-berewa.webp,Ekuma Dominic,Solomon Ekuma Dominic Berewa,5fda5cc7-0dc9-48ab-be2c-794ca545c525,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9086,91,11/17/12,Presidential,Regional Results,,North,Koroma,Ernest,APC,FF333C,First Round,"682,142",89.78,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,07703fc9-4d65-438e-89d2-e63de318a2a3,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
48,45,3/15/96,Presidential,National Results,,,Kabbah,Ahmad,SLPP,9900,Second Round,"603,008",59,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,d0416346-7847-4ba8-8fa1-d0664d5ffec6,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9487,45,5/14/02,Presidential,Regional Results,,South,Kabbah,Ahmad,SLPP,9900,First Round,"532,220",95.49,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,936bf559-0186-4fdc-b976-8dd21a1f2ff1,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
756,32,3/31/18,Presidential,Regional Results,,South,Bio,Julius,SLPP,9900,Second Round,"464,827",88.96,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,b9fab8a9-102b-4d08-b237-08b3f7e30cd6,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9469,45,5/14/02,Presidential,Regional Results,,East,Kabbah,Ahmad,SLPP,9900,First Round,"458,375",91.82,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,4e668557-e057-4316-8a95-3c8b5982d028,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
757,33,3/31/18,Presidential,Regional Results,,West,Kamara,Samura,APC,FF333C,Second Round,"447,197",60.48,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,1d535817-a489-475e-ae14-298aaeef912f,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9298,91,8/11/07,Presidential,Regional Results,,North,Koroma,Ernest,APC,FF333C,First Round,"431,896",76.75,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,e85ebc5a-b167-48ea-95c8-ecd6aac8ed58,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
1686,32,3/7/18,Presidential,Regional Results,,South,Bio,Julius,SLPP,9900,First Round,"428,396",82.71,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,1e93dd86-7573-4e76-852b-2bff0c5874bb,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
356,91,5/14/02,Presidential,National Results,,,Koroma,Ernest,APC,FF333C,First Round,"426,405",22.35,No,Provisional,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,81d1c97f-6b60-414e-929e-a29c8fbb935d,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
750,32,3/31/18,Presidential,Regional Results,,East,Bio,Julius,SLPP,9900,Second Round,"422,557",84.88,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,113fa4e0-c96f-4cea-9773-56083f159323,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
51,49,3/15/96,Presidential,National Results,,,Karefa-Smart,John,UNPP,cccc00,Second Round,"419,099",41,No,Provisional,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,6e6799d9-e0cb-4678-8139-9cf5a8b82cf2,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
1749,33,3/7/18,Presidential,Regional Results,,West,Kamara,Samura,APC,FF333C,First Round,"418,653",57.18,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,c63e64c4-8fdb-4866-8b0a-24788096775e,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9103,91,11/17/12,Presidential,Regional Results,,West,Koroma,Ernest,APC,FF333C,First Round,"416,480",72.11,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,270ebce1-b31c-497e-a271-b74a126c0aff,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
751,33,3/31/18,Presidential,Regional Results,,North,Kamara,Samura,APC,FF333C,Second Round,"350,328",82.67,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,04665da1-d61b-4567-8824-89a63bd91683,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9120,32,11/17/12,Presidential,Regional Results,,South,Bio,Julius,SLPP,9900,First Round,"344,399",74.3,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,0de03d9e-9f48-485b-aa35-4545397bb70c,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1630,32,3/7/18,Presidential,Regional Results,,East,Bio,Julius,SLPP,9900,First Round,"336,659",66.2,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,0d7c0dcc-511c-4697-b684-5d563b4ccd0e,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
2329,33,3/31/18,Presidential,District Results,Western Area Urban,,Kamara,Samura,APC,FF333C,Second Round,"315,764",60.98,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,c58db438-fc15-4088-9d25-7fd182f7829f,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9145,91,11/17/12,Presidential,District Results,Western Area Urban,,Koroma,Ernest,APC,FF333C,First Round,"315,071",71.42,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,be1d0294-4401-491a-9f9b-a4bbea8f2e35,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
1671,33,3/7/18,Presidential,Regional Results,,North,Kamara,Samura,APC,FF333C,First Round,"309,429",74.14,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,b04d8b1e-18f8-4314-8285-1accfcfaf4c5,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
895,49,3/15/96,Presidential,Regional Results,,North,Karefa-Smart,John,UNPP,cccc00,Second Round,"301,114",78.32,Yes,Final/Certified,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,03f4d5a4-5781-4832-9dc7-0f4662822256,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
9310,354,8/11/07,Presidential,Regional Results,,East,Berewa,Solomon,SLPP,9900,First Round,"296,783",65.51,Yes,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,Ekuma Dominic,Solomon Ekuma Dominic Berewa,58c88824-bcfc-4a8c-b52a-be7ccea0a7ed,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
753,33,3/31/18,Presidential,Regional Results,,North West,Kamara,Samura,APC,FF333C,Second Round,"296,664",81.71,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,4bd5a0eb-e7cd-4e6a-a9b7-bbe3c1e1a80d,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
1772,33,3/7/18,Presidential,District Results,Western Area Urban,,Kamara,Samura,APC,FF333C,First Round,"294,888",57.77,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,70a01cf6-cf19-4154-ab1d-c311eb99c31e,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
758,32,3/31/18,Presidential,Regional Results,,West,Bio,Julius,SLPP,9900,Second Round,"292,216",39.52,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,4b5d60ec-5a64-41d1-ab94-224af14266b9,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9133,32,11/17/12,Presidential,Regional Results,,East,Bio,Julius,SLPP,9900,First Round,"291,740",66.04,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,45183612-b52f-4361-add6-2cdff315d126,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9478,91,5/14/02,Presidential,Regional Results,,North,Koroma,Ernest,APC,FF333C,First Round,"289,086",52.76,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,231ca353-623e-432b-97d8-7cbf9125aa08,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9319,91,8/11/07,Presidential,Regional Results,,West,Koroma,Ernest,APC,FF333C,First Round,"273,172",61.29,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,95ca696c-97f2-483e-8ef0-a5acc73969b7,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
46,45,2/27/96,Presidential,National Results,,,Kabbah,Ahmad,SLPP,9900,First Round,"267,279",36,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,6757519a-6f7c-4f28-a9b7-273688d9bcb5,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9576,45,5/14/02,Presidential,District Results,Kenema,,Kabbah,Ahmad,SLPP,9900,First Round,"259,942",94.84,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,c4fd6ca5-53cb-4daf-a3b8-da09c0bca8d5,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
366,85,8/11/07,Presidential,National Results,,,Margai,Charles,PMDC,f3881e,First Round,"255,499",13.89,No,Provisional,/sites/default/files/2023-04/charles-francis-margai.jpg,Francis Kondo,Charles Francis Kondo Margai,59ad4d56-2040-43cf-8bb5-579253e91ce9,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
1751,32,3/7/18,Presidential,Regional Results,,West,Bio,Julius,SLPP,9900,First Round,"245,728",33.56,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,89d50d3d-29e5-4665-9134-f2ea4ffcbf3b,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9619,45,5/14/02,Presidential,District Results,Bo,,Kabbah,Ahmad,SLPP,9900,First Round,"241,140",94.96,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,1a4bb097-f366-497a-84a4-b857a7d472e9,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
892,45,3/15/96,Presidential,Regional Results,,East,Kabbah,Ahmad,SLPP,9900,Second Round,"232,084",89.58,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,d741508e-ef90-4808-84ef-6f37d79b7bd0,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1652,33,3/7/18,Presidential,Regional Results,,North West,Kamara,Samura,APC,FF333C,First Round,"230,958",63.95,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,53995345-110e-470d-addd-2e98ebc578e5,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9369,91,8/11/07,Presidential,District Results,Western Area Urban,,Koroma,Ernest,APC,FF333C,First Round,"222,260",60.54,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,e4a3ec8a-2320-44eb-868a-09afcb870abf,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
2331,32,3/31/18,Presidential,District Results,Bo,,Bio,Julius,SLPP,9900,Second Round,"219,131",89.34,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,3239cf9e-5822-4e58-b1d5-eccb9c1068bb,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
2333,32,3/31/18,Presidential,District Results,Kenema,,Bio,Julius,SLPP,9900,Second Round,"211,232",88.55,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,ae236070-0c83-4e1d-96e4-11e0b5f3047b,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
887,45,3/15/96,Presidential,Regional Results,,South,Kabbah,Ahmad,SLPP,9900,Second Round,"202,945",91.6,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,c297bc03-9863-4d88-8373-4d20561755b1,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1802,32,3/7/18,Presidential,District Results,Bo,,Bio,Julius,SLPP,9900,First Round,"202,453",83.7,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,dd0379c8-27fe-48f6-b5a7-516f16a84ae6,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
2330,32,3/31/18,Presidential,District Results,Western Area Urban,,Bio,Julius,SLPP,9900,Second Round,"202,046",39.02,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,6273c8bb-be3d-473d-a378-538ecd73631b,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1818,32,3/7/18,Presidential,District Results,Kenema,,Bio,Julius,SLPP,9900,First Round,"195,402",83.81,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,24b9aad9-15f4-4ec6-acbd-ce03d5bec40c,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9253,91,11/17/12,Presidential,District Results,Port Loko,,Koroma,Ernest,APC,FF333C,First Round,"182,761",90.24,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,f8154463-d4dc-48e2-97ff-4e5435820a6d,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9479,45,5/14/02,Presidential,Regional Results,,North,Kabbah,Ahmad,SLPP,9900,First Round,"179,634",32.78,No,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,6e762443-72dc-492d-b7ae-db90299b2999,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9172,91,11/17/12,Presidential,District Results,Bombali,,Koroma,Ernest,APC,FF333C,First Round,"176,023",93.2,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,110252cf-7581-4fb6-b0e7-021ac87ee9c2,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
352,77,3/7/18,Presidential,National Results,,,Yumkella,Kandeh,NGC,4b0082,First Round,"174,014",6.86,No,Final/Certified,/sites/default/files/2023-04/dr-kandeh-yumkella.jpg,Kolleh,Kandeh Kolleh Yumkella,c837480a-4f68-4b17-a8cf-680b5a7d2d5f,80f3c628-b2b6-4e9e-ab40-fbb3a5cd28e5,22,National Grand Coalition,/sites/default/files/party-logos/ngc-party-logo.jpeg
50,49,2/27/96,Presidential,National Results,,,Karefa-Smart,John,UNPP,cccc00,First Round,"171,603",22.9,No,Provisional,/sites/default/files/2023-04/john-karefa-smart.jpg,,John Karefa-Smart,fe7123ee-3f5b-4f0f-ade4-257947859b11,91b27537-979d-426c-ba8a-c3abc330b9f4,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
9326,354,8/11/07,Presidential,Regional Results,,South,Berewa,Solomon,SLPP,9900,First Round,"171,345",45.52,Yes,Final/Certified,/sites/default/files/2023-04/solomon-berewa.webp,Ekuma Dominic,Solomon Ekuma Dominic Berewa,92a3ce80-c104-4b71-b4d3-61c45e25b5ac,c0b6ee2f-4a60-48d0-b5d6-eeab6615a96c,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9163,32,11/17/12,Presidential,District Results,Bo,,Bio,Julius,SLPP,9900,First Round,"169,254",77.08,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,026597bb-7c46-4cf8-ba52-93bf92ff81de,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
1774,32,3/7/18,Presidential,District Results,Western Area Urban,,Bio,Julius,SLPP,9900,First Round,"168,902",33.09,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,9c63b748-9702-476e-a719-7bc0b36ae10c,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9496,45,5/14/02,Presidential,Regional Results,,West,Kabbah,Ahmad,SLPP,9900,First Round,"166,194",54.86,Yes,Final/Certified,/sites/default/files/2023-04/ahmad-tejan-kabbah.webp,Tejan,Ahmad Tejan Kabbah,0bf916ee-209c-4cf8-90b6-13541a97fb98,351d7c21-45eb-4f71-8658-c463673b75c4,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9217,32,11/17/12,Presidential,District Results,Kenema,,Bio,Julius,SLPP,9900,First Round,"163,303",77.94,Yes,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,12f2c002-9ec5-4036-875c-3010abb45c74,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9327,85,8/11/07,Presidential,Regional Results,,South,Margai,Charles,PMDC,f3881e,First Round,"155,844",41.4,No,Final/Certified,/sites/default/files/2023-04/charles-francis-margai.jpg,Francis Kondo,Charles Francis Kondo Margai,5918fdc2-6d58-4564-ac13-efb4c4511094,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
2335,33,3/31/18,Presidential,District Results,Port Loko,,Kamara,Samura,APC,FF333C,Second Round,"153,608",85.01,Yes,Final/Certified,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,2fee9b65-3086-4ac6-9319-4399363afab2,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
9104,32,11/17/12,Presidential,Regional Results,,West,Bio,Julius,SLPP,9900,First Round,"152,520",26.41,No,Final/Certified,/sites/default/files/2023-04/julius-maada-bio.jpg,Maada Wonie,Julius Maada Wonie Bio,267eb8dd-61f6-468d-8449-cad7267316c5,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
9277,91,11/17/12,Presidential,District Results,Tonkolili,,Koroma,Ernest,APC,FF333C,First Round,"145,479",92.63,Yes,Final/Certified,/sites/default/files/2023-04/Ernest-Bai-Koroma.jpg,Bai,Ernest Bai Koroma,5419cff5-b50f-458c-8b32-a3199796c042,cda5ea29-d656-48ce-bfe3-33a27c058e4e,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
